User_name,Datetime,Content,Links,Tweet_ID
wctrib,2020-08-03T23:59:59.000Z,WATCH: Minnesota health officials hold 2 p.m. media briefing on COVID-19  trib.al/qJq5R4V,https://t.co/BDl490urGA,1290437290624536577
rdeane13,2020-08-03T23:59:59.000Z,"K-12 schools and colleges can reopen, but safety should come first, Fauci says  **Here comes dr fraudci again cnn.com/2020/08/03/hea …",https://t.co/eJYKQJ9VFu,1290437290234466312
MaritimeAb,2020-08-03T23:59:59.000Z,"Do you need an Investigation expert.Dont hesitate to contact us .! We work worldwide.Have office in Stockholm,sweden.We have all kind of security and investigation services.  BlueMoon@swedenmail.com #COVID19 #Covid_19 #Corona #coronavirus #Pandemi #vaccine",https://x.com/hashtag/COVID19?src=hashtag_click https://x.com/hashtag/Covid_19?src=hashtag_click https://x.com/hashtag/Covid_19?src=hashtag_click https://x.com/hashtag/Corona?src=hashtag_click https://x.com/hashtag/coronavirus?src=hashtag_click https://x.com/hashtag/Pandemi?src=hashtag_click https://x.com/hashtag/vaccine?src=hashtag_click,1290437290117009423
Elsablaine,2020-08-03T23:59:59.000Z,Caught myself in a mirror today... didn't realize the mask I've been wearing lately makes my ears stick out.,,1290437289726955521
pink_lady56,2020-08-03T23:59:59.000Z,He was begging for mercy not to go back to prison. He had just been released due to Covid.,,1290437289424965633
mcrumr,2020-08-03T23:59:59.000Z,Stupid is pandemic right now.....,,1290437289290719235
ElManna3i,2020-08-03T23:59:59.000Z,Keep on reducing  the numbers  #مجتمع_واعي #البحرين Source:  worldometers.info/coronavirus/co …,https://x.com/hashtag/%D9%85%D8%AC%D8%AA%D9%85%D8%B9_%D9%88%D8%A7%D8%B9%D9%8A?src=hashtag_click https://x.com/hashtag/%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A%D9%86?src=hashtag_click https://t.co/KFkC3KKFQG,1290437288955191297
Elaine_Adams1,2020-08-03T23:59:59.000Z,Maybe if they answered the phone. They get business. Using covid to give shit service seems to be the norm,,1290437286920888321
SteveShelton64,2020-08-03T23:59:58.000Z,And the flu cases dropped......do you think they're counting flu cases as Covid?,,1290437286509903872
cmb_322,2020-08-03T23:59:58.000Z,"The Child is reminding everyone to wear a mask when in public to protect themselves from the Dark Side of the Force! @ Hespeler, Ontario  instagram.com/p/CDcky7KA8hKQ …",https://t.co/u8bgbSy3c6,1290437285478043648
RiverBenderNews,2020-08-03T23:59:58.000Z,"St. Clair County has climbed to 3,665 total COVID-19 cases with 156 deaths, and Madison County has 2,222 total cases with 73 deaths in the release by IDPH.  rvrbndr.co/I8E-FY",https://t.co/q9l4zQZRvj,1290437283095740419
MrAdetilewa,2020-08-03T23:59:57.000Z,5 Ways To Support Your Remote Employees During The COVID-19 Pandemic The COVID-19 pandemic has upset the systems in place at companies around the world by forcing  is.gd/CAi5Hz #remotework,https://t.co/rtkyRw0JoP https://x.com/hashtag/remotework?src=hashtag_click,1290437281510236160
msk888,2020-08-03T23:59:57.000Z,“The Fed has vigorously embraced its role as a global lender of last resort.” How coronavirus got the central bank to drop its resistance to becoming the world’s backup lender.  wsj.com/articles/fed-f …,https://t.co/nWT1lEX4tV,1290437280843419655
