User_name,Datetime,Content,Links,Tweet_ID
MorganCymraes,2021-01-22T23:59:59.000Z,They are having it at a leisure centre. I so hope the vaccination program is going to work out,,1352768003868401667
CovidWatch,2021-01-22T23:59:59.000Z,"R(t) is the ‘rate of transmission’, and when it comes to COVID-19, getting that number as low as possible is the key to stopping it in its tracks.    In the  @uarizona  pilot, R(t) is estimated to have dropped by 12%.   Read more here:  hubs.li/H0Fkj2T0  #StoptheSpread",https://x.com/uarizona https://t.co/YdUChET9NG https://x.com/hashtag/StoptheSpread?src=hashtag_click,1352768003608354820
johnson_docent,2021-01-22T23:59:59.000Z,"If you don’t count the war on colorful Americans, the war on veracity, the war on immigrants, the war on certain religions, the war on health care, the war on free press, the war on The Capitol, then maybe.  The one war he didn’t start?  The war on Covid-19.",,1352768003360907264
PSEnergyGroup,2021-01-22T23:59:59.000Z,"COVID changed many #FleetManagers operations, some for the better. Here are the trends that may stay even after the pandemic.  hubs.ly/H0DRb_30",https://x.com/hashtag/FleetManagers?src=hashtag_click https://t.co/K41ehg17K3,1352768002383630337
GatekeptCo,2021-01-22T23:59:59.000Z,"Additionally, they used data from 2020 to argue we passed the Paris requirements..... the whole world did because the world stopped and emissions dropped for several months due to Covid.",,1352768002362667012
Rob__Carson,2021-01-22T23:59:59.000Z,A. Why aren't  the over 60s & those with comorbidities shielding.?  Less than 2 healthy under 60s die a day.!!  B. Why isn't ivermectin & hydroxychloroquine being used.?  C. Why is the RT-PCR test being abused. D. £500 for a +ve Covid test!? E. Why did airports stay open.?,,1352768001913794565
BillKilvington,2021-01-22T23:59:59.000Z,Along with  @nedsoldman  #odps documenting the impact of this pandemic with such moving images. @bbchealth  @guardian  @MattHancock  @SuzanneRastrick   #WeAHPs #CollegeODP #ODPsFlexibleandAdaptable  x.com/_GlennGbPhoto/ …,https://x.com/nedsoldman https://x.com/hashtag/odps?src=hashtag_click https://x.com/bbchealth https://x.com/guardian https://x.com/MattHancock https://x.com/SuzanneRastrick https://x.com/hashtag/WeAHPs?src=hashtag_click https://x.com/hashtag/CollegeODP?src=hashtag_click https://x.com/hashtag/ODPsFlexibleandAdaptable?src=hashtag_click https://x.com/_GlennGbPhoto/status/1352645509450772484,1352768001393782785
MsShupe,2021-01-22T23:59:59.000Z,"Here's some grim news  fight    Corona Virus pandemic numbers in the United States today: Cases so far today:  169,261 Total cases: 24,796,936 Total Deaths so far today: 3,481 Total deaths: 413,583 Vaccines distributed: 39,892,400 Vaccines administered: 19,108,000",,1352768001334943744
newswatchplusph,2021-01-22T23:59:59.000Z,"The new COVID-19 variant first detected in the UK may be more lethal than previous ones, according to the country's Prime Minister Boris Johnson  bit.ly/2MdRAa4",https://t.co/XpSPiIueL0,1352767999908843520
datingasociopat,2021-01-22T23:59:58.000Z,Not everyone has a freezer. Not everyone has money to purchase 2 weeks in advance. Not everyone has mental capacity to purchase food 2 weeks in advance. I don't. I can't wear a mask so use Tesco express end of my road. I am scared to buy food now. So go in and out. Entitled?,,1352767998822674432
brittny_mejia,2021-01-22T23:59:58.000Z,So is Mexico going to build a wall orrrrr....  L.A. gym rats and influencers helped turn Tulum into a pandemic workout destination,,1352767996402384896
DJJime,2021-01-22T23:59:57.000Z,If we back on lockdown soon you know how the ting go,,1352767995211374594
exolitebrite,2021-01-22T23:59:57.000Z,"@marcorubio  Didn’t realize responding to the worst job market and a global pandemic that’s cost 400k+ lives and counting is “radical leftist.” Tell me, what’s on your agenda besides saying “no?”",https://x.com/marcorubio,1352767995068690432
NickKahnTweets,2021-01-22T23:59:57.000Z,Thanks @hayyyshayyy for the awesome mask! Most comfortable mask I’ve got! #LGR,https://x.com/hashtag/LGR?src=hashtag_click,1352767994099806213
kieralw,2021-01-22T23:59:57.000Z,One thing we've lost in this pandemic is a whole genre of movies where a hyper empowered government agency uses the threat of force to contain a virus. Reality is that you test positive and the docs tell you to go home and infect your housemates unless you're literally dying.,,1352767993336492033
jimmy_smyth96,2021-01-22T23:59:57.000Z,"So far in the video now Dr. Casanova (love the name) talks about true immunity to kick in you need to have both shots and the time between shot 1 and 2 still need to practice social distancing, and even after and to get herd immunity 80% of the population needs to be immune..../6",,1352767993218908160
mjl62,2021-01-22T23:59:57.000Z,"Born in 1962, I never thought my Life Bingo Card would include: -Numerous catastrophic economic crises -A once-in-a-century pandemic -A President inciting an Insurrection  Bur mostly   -Ads for bras showing actual women actually wearing actual bras.  Clearly, I'm old.",,1352767992396976130
PenguinKnight77,2021-01-22T23:59:57.000Z,We get a new bear every year and mom asked me to make a mask for our 2020 friend. I think he looks real nice.,,1352767992388407296
kungfu_eddy,2021-01-22T23:59:57.000Z,What's Joe biden's plan to stop the fake runtz epidemic?,,1352767991444725760
BeautyskinbyMH,2021-01-22T23:59:57.000Z,"Halluuu. Mai ada jual laneige lip sleeping mask (berry) 3g. Rm20 free postage to sm, ss need to add rm7. Berminat boleh pm number ni  wasap.my/60107948362",https://t.co/jQ1DRiU69p,1352767991411167233
jwilliams529,2021-01-22T23:59:55.000Z,"Great steps to take. But in a country as rich as the US, these steps should have been implemented as policies long before the pandemic started. Sad that it took a public health catastrophe for us to see that.",,1352767986944368642
JAD381,2021-01-22T23:59:55.000Z,"Drumpf is a murderer, +400k dead from no pandemic response #LearnToType",https://x.com/hashtag/LearnToType?src=hashtag_click,1352767986893955072
M163AT,2021-01-22T23:59:55.000Z,"No my teeth are killing me. So, I had to return work so I could get dental insurance. Even though I didn't want to due to concerns over Covid-19.",,1352767986617241602
dialucrii31,2021-01-22T23:59:55.000Z,"Follow  @__ice9  and @Covid19Critical and you'll find all the evidence anyone would every  need to support the immediate use of ivermectin. Certainly far more than was provided for remdesivir, plasma treatments etc etc. But then they were profitable weren't they......",https://x.com/__ice9,1352767986206126080
samhaselby,2021-01-22T23:59:55.000Z,"""leadership lessons from the pandemic"" Andrew Cuomo",,1352767985929375752
Carlos51570937,2021-01-22T23:59:55.000Z,De covid ou com covid?,,1352767985644150785
Ryanissimo98,2021-01-22T23:59:55.000Z,What's the end goal we're working towards? No cases? Everyone vaccine? What are we striving for?,,1352767985186988033
bob99761182,2021-01-22T23:59:55.000Z,"It was actually 74.2 million but expecting you to know how to count is probably asking a bit much. Also, I don’t see how peace, a living wage, breathable air, not dying for Covid and healthcare are “radical.” Don’t you have an orange fellow Florida resident to go felate?",,1352767984624787456
MunirAhmedMarri,2021-01-22T23:59:55.000Z,Strengthening National Wastewater Surveillance System #NWSS could greatly help in understanding #SARS_CoV_2 situation.Analyzing viral remnants in sewage can inform about #coronavirus infections in different areas.Together with testing data this can provide new insights #COVID19,https://x.com/hashtag/NWSS?src=hashtag_click https://x.com/hashtag/SARS_CoV_2?src=hashtag_click https://x.com/hashtag/coronavirus?src=hashtag_click https://x.com/hashtag/COVID19?src=hashtag_click,1352767984255819778
jzzntes,2021-01-22T23:59:55.000Z,@DeborahNorville  Tying Hank Aaron's death to the vaccination? Shameful! You used to be a legitimate newsperson.,https://x.com/DeborahNorville,1352767983865769985
bfitzinAR,2021-01-22T23:59:55.000Z,Drought. Pandemic. Winter. Lots of work & $$$ to make it thru. Pls read the post and boost the links at the end.  Ajijaakwe: Supposedly another storm.  ajijaakwe.blogspot.com/2021/01/suppos …,https://t.co/PvN36VEvIS,1352767983412719616
jrefior,2021-01-22T23:59:54.000Z,"“Cases involving the variant are increasing 70 percent a week in Denmark, despite a strict lockdown”  washingtonpost.com/world/europe/u …",https://t.co/OO7stuyk4L,1352767982733242368
vrythngmnsnthng,2021-01-22T23:59:54.000Z,"After covid, I hope they keep contactless delivery.",,1352767981764407302
RatcicleKing,2021-01-22T23:59:54.000Z,"I'd say it depends, while a lot of N.Sane's issues can be chalked up to VV's own failings, Activision's lack of faith in the series makes me wonder how much of those issues stemmed from a lack of budget and time, especially given how superior every following game was.",,1352767981663748097
dli_odoir,2021-01-22T23:59:54.000Z,"Yes - I have a Fitbit and since the pandemic it’s way harder to get 10,000 steps than it used to be",,1352767981651177472
AmberrCly,2021-01-22T23:59:54.000Z,Mask up  x.com/eDalipe/status …,https://x.com/eDalipe/status/1352463835035095040,1352767979633557504
Eliza_Lawson,2021-01-22T23:59:54.000Z,"If you’ve ever been to Kiki’s Kabin in North Shields, ever, at any time - you’re immune to Covid 19.",,1352767979482701827
DavidlBennettII,2021-01-22T23:59:53.000Z,He did call it a war on covid didn't he?,,1352767977771290625
potter_kitty,2021-01-22T23:59:53.000Z,my uncle has it bad...he’s in the ICU on a ventilator but my aunt never got it. Keep a mask on & get some gloves...you know the drill...do it on steroids...,,1352767977632894976
Normalguynotca1,2021-01-22T23:59:53.000Z,"I'm in NZ so haven't really been following tabs on the vaccine that much. Once you're all dosed up and (hopefully) immune, can you still carry and transmit it do you know?",,1352767976051666945
DegolierLeland,2021-01-22T23:59:53.000Z,And he surrendered to the war on Covid!,,1352767975737053185
Imdragonman420,2021-01-22T23:59:52.000Z,The National Guard is reportedly planning to ask troops to remain deployed at the Capitol until mid-March. You notice the media and Dems are silent about 100s of guardsmen who have tested positive for covid while in DC  newsbreakapp.com/n/0YOLXzLy?sha …,https://t.co/iM4jHGPpIT,1352767973644066816
tiredgreenify,2021-01-22T23:59:52.000Z,nice mask,,1352767973543567370
TheMeek33,2021-01-22T23:59:52.000Z,300 inmates which represents 50% of the jail get the vaccine.But thousands upon thousands of essential workers who kept your stores clean and shelves stocked get nothing? Thousands of people who worked during this the entire time in high risk zero reward positions get nothing.,,1352767973279326214
jeremyr1,2021-01-22T23:59:52.000Z,Good. Next question: which country is leading the world’s larger countries in Covid-related cumulative death rate and mew case rate? Here’s a clue.,,1352767971685519360
Aguilaurxn,2021-01-22T23:59:52.000Z,I need Covid to be over so I can go to a yee haw country bar and dance,,1352767971530305541
HotpageNews,2021-01-22T23:59:52.000Z,Biden says nothing can change the trajectory of the Covid pandemic over the next several months -  hotpagenews.com/r/279526,https://t.co/g4SK33JAF0,1352767971094122496
dstevensbroker,2021-01-22T23:59:52.000Z,RIP Hank. Hopefully shows you to not be forced to take that vaccine as a “model”,,1352767970523697152
calgaryherald,2021-01-22T23:59:51.000Z,"'It's a scary thing': Doctor on COVID ward says pandemic taking emotional toll on workers, patients",,1352767969424773122
allegryofdcave,2021-01-22T23:59:51.000Z,public trust. Govt can’t hide behind the CDAs so they can keep the prices a secret. They can negotiate to be able to reveal the prices at a later time. Transparency in the prices will encourage public trust not just in the govt but in the vaccine/medicine itself. And that’s  /5,,1352767968149712897
Gennaro215,2021-01-22T23:59:51.000Z,Campaign days......”shutdown the virus” to President days.....”nothing we can do to change the pandemic”. I feeling better already.,,1352767967159865350
frankplunkett,2021-01-22T23:59:50.000Z,Great to hear. I just heard on the news  @ABC  that Arizona is having a steep increase in children with Covid. They actually define it as people under 20 years.of age.,https://x.com/ABC,1352767965977079809
standardnews,2021-01-22T23:59:50.000Z,Police said windows at the venue had been covered to stop anyone seeing inside,,1352767965033279493
TweettyTweets,2021-01-22T23:59:50.000Z,"The CDC quietly changed its guidance on Covid-19 vaccine shots, saying it's now OK to mix Pfizer's and Modernas shots in exceptional situations and that it's also fine to wait up to six weeks to get the second shot of either companys two-dose immunization.",,1352767963670011905
joyfulnewyorker,2021-01-22T23:59:50.000Z,"Here we are, without Pres. Trump to fight for us .....Pfizer Will Ship Fewer Vaccine Vials to Account for ‘Extra’ Doses  nytimes.com/2021/01/22/hea …",https://t.co/ElAt9ZlkJy,1352767962479013890
Trapxart,2021-01-22T23:59:49.000Z,Hey Ned. We are a small minority owned business. We put together art events that showcase work from POC artists. We have been hit hard by the pandemic. We started a go fund me. If you could share this with your network we would appreciate it,,1352767961530941441
sectorabef,2021-01-22T23:59:49.000Z,I’ve said it once. I’ll say it again. The pandemic was planned and is nothing but a political stunt to steal the election. The American people have been victimized by not only the democrats but republicans as well. This two party system needs to be replaced. Patriot Party now.,,1352767961061351428
GYMObrad,2021-01-22T23:59:49.000Z,"""We're excited"": More than 200 Bowling Green Ind. students to transition from virtual to in-person instruction on Monday; superintendent: ""being flexible, being reasonable during a pandemic is really important, because there’s a lot of moving parts.”  wbko.com/2021/01/22/bgi …",https://t.co/BMBuVOVOEf,1352767959610093570
cooIpeopIe,2021-01-22T23:59:49.000Z,"She took covid vaccine a week ago....... She is from UK and a very real person.... God!!!  ,  x.com/Y0NCEMUCH/stat …",https://x.com/Y0NCEMUCH/status/1188950948397408256/video/1,1352767958456664065
MarianaVZ,2021-01-22T23:59:48.000Z,Vaccine is free for everyone. With or without insurance.,,1352767957110317057
Deanr87,2021-01-22T23:59:48.000Z,When you realise you can’t do fuck all because all the pubs are shut due to a lockdown,,1352767955445157890
RecycledSet,2021-01-22T23:59:48.000Z,Plot twist: for the good of society someone came from the future to 2019 to unleash covid to keep the world from going to shit via trump #clownthoughts,https://x.com/hashtag/clownthoughts?src=hashtag_click,1352767955155742720
Nestapher,2021-01-22T23:59:48.000Z,Pog get vaccine,,1352767955067666433
Michael95494331,2021-01-22T23:59:48.000Z,Most of them died of other illnesses but are lazily categorized as covid based on this dumbed down PCR test.,,1352767954493042696
thatzodiacvirgo,2021-01-22T23:59:48.000Z,"Hey guys. With the strains from the UK and Africa, Please remember to DOUBLE YOUR MASK",,1352767954476273667
BettyG47314611,2021-01-22T23:59:48.000Z,"Maybe quit being divisive and focus on the over 300,000 dead from lack of leadership from Covid!!!!",,1352767954182672386
MaiZuKitchen,2021-01-22T23:59:48.000Z,Havana plan #coronavirus  #ZimbabweanLivesMatter  x.com/GamuBrandon/st …,https://x.com/hashtag/coronavirus?src=hashtag_click https://x.com/hashtag/ZimbabweanLivesMatter?src=hashtag_click https://x.com/GamuBrandon/status/1352764246854144002,1352767953821904897
