User_name,Datetime,Content,Links,Tweet_ID
AlunLfc1065,2020-11-25T23:59:59.000Z,Are government are a complete joke 19p payrise ...I hope they will only be taking a 19p payrise themselves..boris you should be ashamed to be allowing it an you should be ashamed how you are dealing with this stupid pointless lockdown.full lockdown it is again in January idiots,,1331749506749227008
Howl_it,2020-11-25T23:59:59.000Z,"Forgot to update this earlier, but here's a regional breakdown of active COVID-19 cases in Alberta.  Provincial total: 13,719 Edmonton zone: 6,268 Calgary zone: 5,028 Central zone: 876 North zone: 805 South zone: 656 Unknown: 86  #yeg #yyc #COVID19AB",https://x.com/hashtag/yeg?src=hashtag_click https://x.com/hashtag/yyc?src=hashtag_click https://x.com/hashtag/COVID19AB?src=hashtag_click,1331749506086539266
PrayerCanadian,2020-11-25T23:59:59.000Z,"If there was a morsel of logic to the lockdown orders, (churches and synagogues closed, mosques open; small stores shut butbig box stores open, Health  food stores shut, liquor boards open,.. etc.) BUT THERE ISN’T",,1331749505755070464
bigneon_glitter,2020-11-25T23:59:59.000Z,"Biden is the luckiest bum in politics   - Exits '88 in disgrace, still has a career while Gary Hart loses everything - Receives the mother of all rebrandings as Obama's VP - Observably in dementia, runs 5th place, wins, no campaign or platform, Covid topples Trump..just enough",,1331749504932929536
iOptimizeRealty,2020-11-25T23:59:59.000Z,Can the Coronavirus be the End of Coworking Space? #CRE #Coworking #COVID-19  hubs.ly/H0Bqtl10,https://x.com/hashtag/CRE?src=hashtag_click https://x.com/hashtag/Coworking?src=hashtag_click https://x.com/hashtag/COVID?src=hashtag_click https://t.co/uiBA0HtMWr,1331749504786329600
trumpOut12,2020-11-25T23:59:59.000Z,"For those who lost their loved ones, I have this to say. Sorry , sorry that you have A president who does not care, sorry that the pandemic happened during his term, sorry that fake media disinformation on the virus. Sorry will not bring your loved ones but sorry.",,1331749504299773953
Maria_DAnge06,2020-11-25T23:59:59.000Z,More Salem than Thanksgiving | Manhattan Institute  manhattan-institute.org/salem-thanksgi …,https://t.co/qeF5aMZYdk,1331749503645470720
mightyshuzum,2020-11-25T23:59:58.000Z,Vaccine race among countries is something,,1331749502609358848
Hephaestus7,2020-11-25T23:59:58.000Z,Nearly a sixth of the Senate Republican caucus has tested positive for coronavirus - The Washington Post washingtonpost.com/politics/2020/ …,https://t.co/pyadxgn7we,1331749501200195589
therealpirla,2020-11-25T23:59:58.000Z,"I am not particularly against that. After the 400000000000£ Covid budget, everything seems like peanuts. I am just thinking - and I phrase it as subtly as possible - what kind of FUCKED UP parents decide to have kids without covering the cost of their sanitary products?",,1331749499941883911
Becomeit1,2020-11-25T23:59:57.000Z,Bill Gates when talking about the corona vaccine always has a smile on his face showing he is hiding something.  When people are dying why would someone smile about it?  Something off here.,,1331749497479675906
Gislana449Susan,2020-11-25T23:59:57.000Z,Just a little more of the “Rules for Thee but not for Me” that the Democrats are so adept at. Denver mayor travels for Thanksgiving despite warnings not to |  9news.com  9news.com/article/news/h …,https://t.co/ZO2g7va27X https://t.co/OFXig99Uwo,1331749496548716546
HeHateMe234,2020-11-25T23:59:57.000Z,Me in normal turkey bowl settings after a nice Wednesday before COVID,,1331749496531849217
exist__ing,2020-11-25T23:59:57.000Z,"what about the students who are sick and still trying to meet the deadlines?  well, it’s their problem and it’s unbelievable in a pandemic and winters they fell sick",,1331749496338993154
sleepynfa,2020-11-25T23:59:57.000Z,"“Being physically active is critical for health and well-being – it can help to add years to life and life to years,” said WHO  @DrTedros “Every move counts, especially now as we manage the constraints of the COVID-19 pandemic. We must all move every day – safely and creatively.”",https://x.com/DrTedros,1331749495164559362
NattDoggg,2020-11-25T23:59:56.000Z,I just don’t understand how these people get mad that we’re minimizing the amount of people we take back to the room like it blow my mind  you want Covid ? Go for it but don’t come back to our office,,1331749493998448641
HolleyPetrie500,2020-11-25T23:59:56.000Z,Folklore to me is an embodiment of every feeling I have been feeling during his Pandemic! Thank you for writing this  @taylorswift13 !!!!!!!!!!!,https://x.com/taylorswift13,1331749491331002375
pdohertydesign,2020-11-25T23:59:56.000Z,Mask Up with NJ,,1331749491138056195
dmitchinson,2020-11-25T23:59:56.000Z,"I'd be lying if I said this was a great year...or a good year #coronavirus . Maybe, tomorrow, for one day, we can find something to give thanks for. Happy #thanksgiving",https://x.com/hashtag/coronavirus?src=hashtag_click https://x.com/hashtag/thanksgiving?src=hashtag_click,1331749490932367360
BeAccountable4u,2020-11-25T23:59:55.000Z,"18 USC 242 do not comply Jefferson County  If the number of positive COVID-19 patients doesn't decrease in 21 days, the county may consider further restrictions ksdk.com/mobile/article …",https://t.co/AH5wFRCANs,1331749489384755202
smallcapsteve,2020-11-25T23:59:55.000Z,Pretty rough day for $SONA.c shareholders.  I would be paying attention if I held on to some of the other COVID public plays. Just because a company gets to a  certain market cap - doesn't mean the tech is real. Most of these deals have gone through very little scrutiny.,https://x.com/search?q=%24SONA.c&src=cashtag_click,1331749488868864004
ciaranburnett2,2020-11-25T23:59:55.000Z,"One day I wanna move away, next I want a tattoo and the day after that I’m talking about joining the army. Can this pandemic fucking end soon thanks pal salt and vinegar on the chips",,1331749487254122498
ImrQur2016,2020-11-25T23:59:55.000Z,Lockdown for 3 weeks.,,1331749486910124035
darinharvey,2020-11-25T23:59:54.000Z,@covid_testing  Got my test mid last week they said I would have the results in 3 to 4 days it is now Wednesday day before Thanksgiving we’re going on seven days no results,https://x.com/covid_testing https://x.com/covid_testing,1331749486259892225
RangersRul,2020-11-25T23:59:54.000Z,I know this is a good thing... not wearing a mask properly in this situation has huge potential for the spread of covid.,,1331749486222331913
imrikstudio,2020-11-25T23:59:54.000Z,New CASHMERE SILK SCARF Is available on my  @shopVIDA  Collection. Get ready for the Black Friday. Link to buy It on my bio!  #Thanksgiving #Covid_19 #giftideas #giftforher #Christmas #vintage,https://x.com/shopVIDA https://x.com/hashtag/Thanksgiving?src=hashtag_click https://x.com/hashtag/Covid_19?src=hashtag_click https://x.com/hashtag/Covid_19?src=hashtag_click https://x.com/hashtag/giftideas?src=hashtag_click https://x.com/hashtag/giftforher?src=hashtag_click https://x.com/hashtag/Christmas?src=hashtag_click https://x.com/hashtag/vintage?src=hashtag_click,1331749485693775876
ececilej,2020-11-25T23:59:54.000Z,"Not only is wegmans putting its shoppers at risk with their shoulder-shrug mask policy, it is endangering the health of all of their employees.",,1331749483324076033
surveilz,2020-11-25T23:59:52.000Z,"GOLDSTEIN: ""We'll get our vaccines slowly compared to countries that have domestic vaccine producers. We don't, so we have to rely on other countries...""  Here's the book on our vaccine production, read it, get informed.  PDF:  biotech.ca/wp-content/upl …",https://t.co/3pQSmmrqG8,1331749478307667969
Sammi_Celeste,2020-11-25T23:59:52.000Z,I knew you before Covid,,1331749476646711299
