User_name,Datetime,Content,Links,Tweet_ID
sushigal007,2021-01-17T23:59:59.000Z,You would quickly start expecting the government to feed your kids if you lost your job in the middle of this pandemic and had to wait five weeks for Universal Credit.,,1350956064401993730
ChurchLifeND,2021-01-17T23:59:59.000Z,"Some people are nervous to receive the vaccine because of the speed of the testing. True, the testing of these vaccines was accelerated, but the number of volunteers in the clinical trials was still in the tens of thousands for each vaccine... hubs.ly/H0DY0MP0",https://t.co/whvwoz8yAt,1350956063814787076
RepublicAct_,2021-01-17T23:59:59.000Z,Lol. The government is currently having a program without observing social-distancing.,,1350956063332454405
footballahollic,2021-01-17T23:59:59.000Z,"Allowing all these muthafuckas to waltz in here says all we need to know about this government and covid, just saying.",,1350956063324037120
spion,2021-01-17T23:59:59.000Z,Its not with this virus. About half of the spread happens while presymptomatic or asymptomatic.,,1350956062963281923
gederman_rachel,2021-01-17T23:59:59.000Z,"“Good news everyone, Rachel got tested for Covid-19 today and she told me that her test results came back negative! I’m so glad and relieved that she tested negative for Covid. Thank you to everyone for giving her well wishes!” Scar the Lion",,1350956062569095169
ltravel395,2021-01-17T23:59:59.000Z,South Africa struggles against ‘relentless’ COVID-19 surge  gotravelblogger.com/south-africa-s …,https://t.co/NHkeD6J7L1,1350956060618727432
baseballfan79,2021-01-17T23:59:58.000Z,"I have it right now. The first 3 days were rough, then better. Lost sense of smell and taste is all jacked up. Then this morning, Day 14, I get this rash and hives all over with swollen lips and eyes. Didn’t know about that one. But yeah, fuck Covid. Over it.",,1350956059951833090
SebFinknottle,2021-01-17T23:59:58.000Z,"Totally complicit media One dose is one bloody dose.  NOT vaccinated just one of two, to complete the makers program of vaccination  t.co/DX1Ks6BD8e",https://t.co/DX1Ks6BD8e,1350956058555125766
4yearsofprotest,2021-01-17T23:59:58.000Z,Hmm....last I knew your concern was how could we think Doug and Kamala were cute when people were dying during the pandemic.....change topic much?,,1350956057472995330
Lega_c,2021-01-17T23:59:57.000Z,"The ""I'm not wearing a mask"" Bowl",,1350956055677841410
Buscusriot,2021-01-17T23:59:56.000Z,"Nice. Did he wear this mask his freshman year, which was in 1979? Just curious.",,1350956051412226049
reallysamreed,2021-01-17T23:59:56.000Z,Being diagnosed with a chronic illness during a pandemic is fun because you’re in a constant state of “is it Covid or is it IIH”,,1350956050749521928
SandyMcInturff1,2021-01-17T23:59:56.000Z,"This is what you're going with? Really? Yet we lost 400K citizens directly to COVID-19,  which your father, and the administration for which you were an advisor, horribly mismanaged! Over a half million dead if you look at excess deaths! Go away!",,1350956050707525632
cczar2012,2021-01-17T23:59:55.000Z,Whenever live concerts return back to normal (assuming they do) the first most pit post Covid is going to be the most insane thing lol metalheads have been deprived of moshing for about a year now lmao,,1350956047419269121
cowboykiszka,2021-01-17T23:59:55.000Z,it was about this fourteen year old girl who had to survive the yellow fever epidemic,,1350956047050166278
cLovis_buford,2021-01-17T23:59:55.000Z,"Selling fear and innuendo . Lets talk about covid death rates in TX , over run hospitals . and faulty Covid response by state of TX .You know important thing you could have handled .#BloodOnYourHands #txlege  @TexasGOP  Trying to change the conversation on your failures.",https://x.com/hashtag/BloodOnYourHands?src=hashtag_click https://x.com/hashtag/txlege?src=hashtag_click https://x.com/TexasGOP,1350956046144184320
lovemystros320,2021-01-17T23:59:55.000Z,"Trump Mounts Last-Minute Attempt to Starve Funding for Foreign Aid, Global Vaccine Efforts  foreignpolicy.com/2021/01/15/tru … #SmartNews",https://t.co/PddY1R1BsA https://x.com/hashtag/SmartNews?src=hashtag_click,1350956046030938114
EEH26_,2021-01-17T23:59:55.000Z,YEA. AIGHT.  forbes.com/sites/ajherrin …,https://t.co/BhZ8NH9a5u,1350956045468839944
paulthomassj,2021-01-17T23:59:55.000Z,They both say no mask outside if you can keep 2 meters,,1350956044885880838
