User_name,Datetime,Content,Links,Tweet_ID
stsammy1,2021-02-19T23:59:59.000Z,My son & I were reminiscing today about how much we miss the Science Centre during CoVid. He misses the giant building blocks the most. I miss trying to keep the grocery store organized,,1362914863610269697
gholman11,2021-02-19T23:59:59.000Z,If this was another tax break for the 1 % no discussion but for the poor idiots that actually pay taxes 15 US dollars must debate this and its in a Pandemic too nobody's getting rich making 15 when it really should be more 23 dollars,,1362914860414234625
theNHSLiscool,2021-02-19T23:59:59.000Z,if forming an addiction to oxycodone means my arm won’t be sore after getting a vaccine then that’s just money moves,,1362914860284203018
SheddingExtra,2021-02-19T23:59:58.000Z,"Ahhh. That's not too awful.  I had arm ache and a slight temperature for a few days after I had a flu shot in October last year.  Flu is a coronavirus too, so maybe I'll get lucky again when they get round to my group this spring or summer.",,1362914859302723588
Labellamamona,2021-02-19T23:59:58.000Z,I wonder how many of y’all have gotten covid but didn’t say shit,,1362914859185102852
owndiscomfort,2021-02-19T23:59:58.000Z,THANK U HAHAH i was like :// MEGAN i’m still kinda mad at her for never wearing her mask when she’s with mgk,,1362914858702950404
joyriidiing,2021-02-19T23:59:58.000Z,Frank saying mcr had alot prepared before the pandemic and then he said he has to act like mcr didnt have anything planned...THEYRE HIDING SOMETHING,,1362914857272500226
FaustinaDuCros,2021-02-19T23:59:58.000Z,"COVID-19 relief now!  @calstate  students deserve instructors/counselors/coaches/librarians who are not overwhelmed/stressed trying to teach from home, help homeschool their children, & care for elders/dependents sick with #COVID19.  @CFA_United  @JosephICastro  #CSUHaveAHeart",https://x.com/calstate https://x.com/hashtag/COVID19?src=hashtag_click https://x.com/CFA_United https://x.com/JosephICastro https://x.com/hashtag/CSUHaveAHeart?src=hashtag_click,1362914856920252417
donegal2015,2021-02-19T23:59:57.000Z,@LeoVaradkar  you might think we are on the right track but you should be on the one that's going forward NOT the one that's going in reverse we are doing everything that is asked of us but YOU are doing nothing get us the vaccine and let us get on with life,https://x.com/LeoVaradkar,1362914855716585473
jtispoindexter,2021-02-19T23:59:57.000Z,"a la Get Smart ... Chief, I demand the cone of silence ....",,1362914855553028098
MrStache9,2021-02-19T23:59:57.000Z,"As of today, Friday, 2.660% of Canadians have received at least one shot of the Covid vax. In the last 24 hours a tearful 35,599 people have received it. At this rate it will take  748 days  for eligible Cdns to get ONE shot. Not two. #TrudeauFailedCanada  @CTVNationalNews",https://x.com/hashtag/TrudeauFailedCanada?src=hashtag_click https://x.com/CTVNationalNews,1362914854512771074
killaxxxcam,2021-02-19T23:59:57.000Z,What if masks don’t prevent COVID but they killed the flu?,,1362914853862580225
TcMafia23,2021-02-19T23:59:57.000Z,This is a freedom issue bro. If masks work then you and everyone else that wears them will be fine. I choose not to live in fear. Yes I wear a mask. If I see someone not wearing one do I look at them different ? No,,1362914852742791171
TigerGirlLSU1,2021-02-19T23:59:57.000Z,WATCH: Gov. Edwards says Lafayette’s failed mask mandate shows ‘failure of leadership’    klfy.com/lafayette-pari …,https://t.co/a5swy4IvQe,1362914852709298189
TheItzal,2021-02-19T23:59:57.000Z,Didn't I hear something about Biden reopening one recently that had been closed by Trump? It's almost as if he's doing the opposite of that he said.,,1362914852289662977
kns2033,2021-02-19T23:59:57.000Z,Once a month I get period symptoms and think I have covid.,,1362914851887198210
AmericaDialogue,2021-02-19T23:59:56.000Z,. @ABC 's broadcast: LIVE: Our  @ABC  News team has the latest on the coronavirus pandemic after Pres. Biden tours a COVID-19 vaccine manufacturing site in Michigan. pscp.tv/w/cv725TFkclFl …,https://x.com/ABC https://x.com/ABC https://t.co/LdPdGbKB5T,1362914848737140739
MichelleF4371,2021-02-19T23:59:56.000Z,"When are disabled residents under 65 going to be able to be vaccinated?  I have spina bifida, hydrocephalus and I use a wheelchair. I'm at high risk for experiencing complications and death if I contract Covid.  PLEASE HELP!",,1362914847738978306
rabrazzak,2021-02-19T23:59:55.000Z,"We will continue to work towards making sure that all patients have access to care. Please wear your masks, take all the precautions and when the COVID vaccine is available for you please do not hesitate to receive it.  5/6",,1362914844165423104
RutheniaRus,2021-02-19T23:59:54.000Z,Japan fell behind pace bcse it asked Pfizer to conduct clinical trials with Japanese people. Japanese officials said this was necessary to address worries in a country with low vaccine confidence. Taro Kono said:“we might have started slower but we think it'll be more effective.”,,1362914842974298116
PaulHajek,2021-02-19T23:59:54.000Z,And Oasis’ “Roll with it” was premiered at Bath Pavillion 22nd June 1995 - which is also a COVID vaccination centre,,1362914842538090497
rabrazzak,2021-02-19T23:59:54.000Z,"However, in the last 11 months, I have been inspired by the resilience of the human spirit whether it’s patients who are diagnosed with a serious illness or having lost someone from COVID-19. 2/6",,1362914841325936640
MofaYasir,2021-02-19T23:59:54.000Z,"Almost all new jobs will be high-paying after Covid and most low-wage workers will have to change careers, McKinsey report says  businessinsider.com/mckinsey-high- …",https://t.co/dqY7Mpq3k8,1362914840227033088
DrTerrySullivan,2021-02-19T23:59:54.000Z,"How about “I should have done the right thing for NYers  even if it made President Trump look good.” Nope, better send Covid patients to NHs rather than USS Comfort or Javitts Ctr.  Very sad indeed!!!",,1362914839698563073
rabrazzak,2021-02-19T23:59:54.000Z,"#PortraitsOfCourage  @RabiaAtayee (#PalliativeCare pharmacist): As a #palliativecare pharmacist in the COVID-19 era, we have had to be creative & come up with new ways to connect w/ patients, their loved ones & our teammates especially w/ physical distance & PPE requirements. 1/6",https://x.com/hashtag/PortraitsOfCourage?src=hashtag_click https://x.com/hashtag/PalliativeCare?src=hashtag_click https://x.com/hashtag/palliativecare?src=hashtag_click,1362914839128125442
