User_name,Datetime,Content,Links,Tweet_ID
ysrathore51,2021-01-13T23:59:59.000Z,"Please read comments under this video! Modi Govt. is not serious on Aam public+Farmer's+Even it's own retired Employees,, who are with out any Pension in this corona kaal pandemic Lockdowns! youtu.be/XlCidu8E2jQ",https://t.co/WRpOfbGPLo,1349506512033439744
ArminRosen,2021-01-13T23:59:59.000Z,"China's probably past 10 million since their numbers haven't updated since the 8th. But: It's the Chinese vaccine, so who the hell knows...",,1349506511500939267
appoint_us,2021-01-13T23:59:59.000Z,@susannareid100  Is take away coffee essential you ask? In March we had proper lockdown... now loads of  businesses look for a loophole to be “essential” or a “key worker”. These people increase the risk to us genuine keyworkers delivering services every day to our vulnerable.,https://x.com/susannareid100,1349506511366717441
Evansabove0210,2021-01-13T23:59:59.000Z,"Your point is reliant on PCR ... therefore, it’s a worthless point !!! ... but keep believing the manipulated data based on 28/60 day capture rule, PCR, mislabelled deaths etc & ignore any deaths caused by closing the NHS !!!!",,1349506510418800644
brunoevdiniz,2021-01-13T23:59:59.000Z,The image on top shows the ranking of the most used apps in the Americas. In Brazil Caixa Tem (an app created by state owned  @Caixa  Econômica Federal to distribute financial relief due to the pandemic) got the first place. In the USA  @RobinhoodApp  took the crown. #fintech #mobile,https://x.com/Caixa https://x.com/RobinhoodApp https://x.com/hashtag/fintech?src=hashtag_click https://x.com/hashtag/mobile?src=hashtag_click,1349506510049697794
SunriseBlossom,2021-01-13T23:59:58.000Z,Behind the mask yeah whooo yeah,,1349506508036341760
bruceshamrock,2021-01-13T23:59:58.000Z,D'Lo should be on the Wednesday night show that goofball with a mask on to dull as a box of rocks,,1349506507101130752
HakyeonWife,2021-01-13T23:59:58.000Z,In Germany a birthday party with 30 ppl is making the news and I know for a fact that a few of these kind of parties happened among my friends  So yeah lockdown is going well,,1349506505129787395
happysad1stjune,2021-01-13T23:59:58.000Z,naw i just realized that i have resting bitch face now with my mask on since people can't see that i'm smiling at them anymore,,1349506505066893316
SamMallery,2021-01-13T23:59:57.000Z,"My sister ⁦ @SydraMallery ⁩ is in the Wall Street Journal! If you need hot stock tips, talk to her I guess.",https://x.com/SydraMallery,1349506504173506562
vickygo19796939,2021-01-13T23:59:57.000Z,"My daughter was covid positive ( test because going on holiday) she prefers it because normally when she’s ill with a cold her tonsils always get infected and has to have antibiotics ,  aches and pains  normally but not this time . .",,1349506503649222662
cayliens,2021-01-13T23:59:57.000Z,so suddenly there isn't a pandemic anymore?  waiting to see what hes got to say about this tbh  x.com/tampaedm/statu …,https://x.com/tampaedm/status/1348676776197840897,1349506501853921285
Marnie_xx,2021-01-13T23:59:57.000Z,@robertmooreitv  and the crew risked there lives! How they haven’t got covid I’ll never know #Stormingofthecapitol,https://x.com/robertmooreitv https://x.com/hashtag/Stormingofthecapitol?src=hashtag_click,1349506500847431685
subsahaaron,2021-01-13T23:59:57.000Z,"and not even in ways that are necessarily obvious, just like positive growth ways. for all the shit that covid put us through, it reaaaaally helped me identify my priorities",,1349506500624977923
johnbartle,2021-01-13T23:59:56.000Z,Probably the hardest thing about getting the COVID vaccine will be whether I want to join the Marvel or DC comics universe afterward.,,1349506500373352448
d33ann3druh,2021-01-13T23:59:56.000Z,I know it’s covid but I wish more friends and family visited me,,1349506500130172930
