User_name,Datetime,Content,Links,Tweet_ID
iOptimizeRealty,2020-09-15T23:59:59.000Z,Tenant Rep's: Most Important Now Than Ever #CRE #TenantRep #COVID-19 #NewNormal #CorporateRealEstate #TenantTips     hubs.ly/H0vYL1P0,https://x.com/hashtag/CRE?src=hashtag_click https://x.com/hashtag/TenantRep?src=hashtag_click https://x.com/hashtag/COVID?src=hashtag_click https://x.com/hashtag/NewNormal?src=hashtag_click https://x.com/hashtag/CorporateRealEstate?src=hashtag_click https://x.com/hashtag/TenantTips?src=hashtag_click https://t.co/uzVbEXMszN,1306019968455237632
Natluvscamping,2020-09-15T23:59:59.000Z,"Same here in Alberta. My theory (from what I’ve seen) is become complacent with hand washing, physical distancing & limiting outings when they have the mask on. It gives them a false sense of security given all the hype about “masks work”  so they relax about the other measure.",,1306019968090243074
lemon_slug,2020-09-15T23:59:59.000Z,sick of this pandemic shit!!! just wana play skee ball with the homies,,1306019967930785797
TomDNaughton,2020-09-15T23:59:59.000Z,"I call that the excuse, not the logic.  There's no evidence that asymptomatic children spread COVID.",,1306019967771594753
pencilbent,2020-09-15T23:59:59.000Z,I don’t vape but it doesn’t seem right that those “the truth” commercials are trying to tell people that vaping can cause covid,,1306019966559367168
iandonald_psych,2020-09-15T23:59:59.000Z,Why do you want to claim that masks don’t impact infection? And why do you want to claim covid-19 doesn’t cause significant deaths?,,1306019966311968768
DavidOFriedman,2020-09-15T23:59:59.000Z,Pressure mounts on Health Canada to approve rapid COVID testing devices ⁦ @SonaNanotech ⁩  $sona $snanf  cbc.ca/news/politics/ …,https://x.com/SonaNanotech https://x.com/search?q=%24sona&src=cashtag_click https://x.com/search?q=%24snanf&src=cashtag_click https://t.co/ayL0Jh1CZ1,1306019965191909376
_KAICHISAKI_,2020-09-15T23:59:58.000Z,"⠀⠀ ⠀⠀ ⠀Overhaul’s lips pull up into a sneer. The hostile gesture is concealed by the visage of his beak shaped mask.   “Scared of the likes of 𝙮𝙤𝙪? How amusing, Dabi.” ⠀",,1306019962398674951
janepgh,2020-09-15T23:59:58.000Z,These folks aren’t really protesting the mask requirement; they are latently rebelling against their overly strict (and possibly abusive) parents who raised them. Trump has become their liberator.,,1306019961853349889
continu_um,2020-09-15T23:59:58.000Z,"1/2 In May, neurosurgeon Dr Russell Blaylock warned that wearing a mask increased the risk of Covid-19 infecting the brain through the olfactory nerves via the nose.  A new study warns that the virus may follow this pathway to the brain.  #nzpol #covid19nz technocracy.news/blaylock-face- …",https://x.com/hashtag/nzpol?src=hashtag_click https://x.com/hashtag/covid19nz?src=hashtag_click https://t.co/gLqOIr04YX,1306019961102643201
bird_facts_,2020-09-15T23:59:57.000Z,"if yeti would just make a $200 face mask, I think they’d finally catch on in rural areas",,1306019960788070408
MichaelDCorby1,2020-09-15T23:59:57.000Z,"Gates Planned Coronavirus pandemic 5 years ago 4/3/15 Left for Brazil on 5/7/15 & Not Coming Back, Until The Republic Restored Currently greatest risk of a global catastrophe is in a highly infectious virus not war. Something kills 10 million people  youtube.com/watch?v=6Af6b_ …",https://t.co/kwrwMJ1Kye,1306019959789826050
