User_name,Datetime,Content,Links,Tweet_ID
lorraineval07,2021-01-12T23:59:59.000Z,I love the people that want the pandemic to be over but go out with a large group of friends every other weekend lol,,1349144124855877632
TibetReliefFund,2021-01-12T23:59:59.000Z,Appeal: Help children like Tenzin survive the winter   Excluded from society. Struggling in poverty. Vulnerable to Covid-19. Tenzin Namdol needs your help.  The continuing  tibetrelieffund.co.uk/appeal-help-ch …,https://t.co/WDhPpTcL9r,1349144124419567618
Wendy89943849,2021-01-12T23:59:59.000Z,"Wow, if thats the case you're talking to my ghost I've yet to wear a mask. Nor do I ever plan on it. Weird.",,1349144124402839553
iOptimizeRealty,2021-01-12T23:59:59.000Z,Best Business Practices For Corporate Tenants During The Pandemic #CRE #COVID-19 #TenantTips #CorporateTenants #CorporateRealEstate    hubs.ly/H0DyNFX0,https://x.com/hashtag/CRE?src=hashtag_click https://x.com/hashtag/COVID?src=hashtag_click https://x.com/hashtag/TenantTips?src=hashtag_click https://x.com/hashtag/CorporateTenants?src=hashtag_click https://x.com/hashtag/CorporateRealEstate?src=hashtag_click https://t.co/TEcPAdC4ir,1349144124277092353
metaBollocks,2021-01-12T23:59:59.000Z,"Covid has devastated our global village with UKplc telling us vaccines are the answer but, in reality there was never a virus anyway. What it was, was  F E A R  which cavitated our blood into bubbles that clogged our lungs and took our breath away like a new love who made us gasp",,1349144123647918080
Petethecynik,2021-01-12T23:59:59.000Z,"Sturgeon tried it with wee snippets on her daytime propaganda show. ""remember to wear your mask when your out and about"" was sneeked in amongst her usual waffling.",,1349144122188296192
CHI2COL,2021-01-12T23:59:59.000Z,Mister halloween putting on his mask.,,1349144121961832454
MzMeLissaLynn,2021-01-12T23:59:58.000Z,All the Republicans crying for unity need to stop & tell MAGA the truth NO ELECTION FRAUD  NO Dominion machine algorithm bs SCIENCE IS REAL WEAR A MASK   IT'S NOT FUCKING HARD,,1349144120770572289
bontempellli,2021-01-12T23:59:58.000Z,why did you wake up?? you could spread the virus. our poor hospitals can’t deal with anymore covid cases. stop being rich. you disgust me.,,1349144120585900032
dalatindiva,2021-01-12T23:59:58.000Z,#CapitolCoup results in multiple #COVID cases,https://x.com/hashtag/CapitolCoup?src=hashtag_click https://x.com/hashtag/COVID?src=hashtag_click,1349144118954491905
homesweetyeg,2021-01-12T23:59:58.000Z,"I love my students so much. I truly know they are fond of me, too. They are SO happy to be back. They crave each other’s company, physical touch; they need mask breaks and/or masks are less cool than even winter coats. I’m back to riding them like an incessant nag. I hate it. 2/2",,1349144117100437504
laurelrusswurm,2021-01-12T23:59:57.000Z,"No. This is not totalitarianism. All states have the right to make laws to protect the public health.   After you've volunteered in the covid ward(s) in your local hospital you can imagine the pandemic is not real.    But the dead, and all who loved them will always disagree.",,1349144116832186368
GainesDan,2021-01-12T23:59:57.000Z,"It's called a pandemic, you effing manipulator. Unity? Picking up right where Dump left off.",,1349144115905060866
Randomly414,2021-01-12T23:59:56.000Z,"Were you one of the inhuman specimens who refused to wear a mask when you were evacuated, and infecting fellow Congress members? You are misleading Americans by downplaying covid and you're causing unnecessary deaths.",,1349144112608411648
Bigjimaudio,2021-01-12T23:59:56.000Z,"Covid has destroyed my life, can’t afford medical supplies, my insurance got canceled and i need to see my doctor if you can just give me a RETWEET , can’t even get my unemployment, Ohio has been giving me the run around for a month",,1349144109764767747
TruleeSusan,2021-01-12T23:59:55.000Z,"Im not sick & haven't had the dreaded plague....i wear a mask in public out of respect because I am asked to....This is my front door.....you really shouldn't walk around in fear of disease if you believe in God, although by your propaganda I'm doubting you do ......",,1349144106811990016
