User_name,Datetime,Content,Links,Tweet_ID
HealthcareHwy,2020-04-09T23:59:59.000Z,"Employers' many legal questions about #@coronavirus, answered : hubs.ly/H0pkhXH0 |  @Benefits_PRO   @EmPayneALM",https://t.co/gi2Tj3lWPI https://x.com/Benefits_PRO,1248400298063720451
2021Freedom1776,2020-04-09T23:59:59.000Z,Coronavirus cases on the rise in Rhode Island nursing homes  turnto10.com/news/local/cor …,https://t.co/B01PtYZ4zi,1248400297774297089
tgradous,2020-04-09T23:59:59.000Z,"Former NY Times reporter: flawed coronavirus models that have tossed economy into 'freefall'  'The people on the left hold themselves out as being science-driven ... they think they're smarter, but they won't look at facts that won't meet their narratives'  theblaze.com/news/former-ny …",https://t.co/pD2jGa2tOH,1248400296931291141
InvarioNet,2020-04-09T23:59:59.000Z,US and UK security agencies issue a rare joint alert on coronavirus scams. us-cert.gov/ncas/alerts/aa …,https://t.co/1ebIVwK4dr,1248400296893501440
JoyNystrom,2020-04-09T23:59:59.000Z,I’m sorry  @hinge  is $20/month for unlimited likes WE ARE IN THE MIDDLE OF A PANDEMIC IS THIS A JOKE,https://x.com/hinge,1248400296507617281
PeakServe,2020-04-09T23:59:59.000Z,"#America hopes to cover-up the real #coronavirus numbers by reducing the amount of testing. LMAO! The #pandemic doesn't go away by ignoring it. They didn't test in January, now suffering the consequences. Morons just don't learn.",https://x.com/hashtag/America?src=hashtag_click https://x.com/hashtag/coronavirus?src=hashtag_click https://x.com/hashtag/pandemic?src=hashtag_click,1248400296167927809
Sssreddy11,2020-04-09T23:59:59.000Z,"Coronavirus in US at a glance, 9 April:   427,460 confirmed cases  14,696 deaths  16 million+ workers have filed for unemployment in last three weeks  Prisons & jails are hotspots for transmission   COVID19 case count via",,1248400296021086210
slimdogg32,2020-04-09T23:59:59.000Z,"Since I been home, I’ve been tuned into Quarantine radio lol",,1248400295920459782
SirajKh52698624,2020-04-09T23:59:59.000Z,"France Reports First Decrease In Coronavirus Patients In Intensive Care, Deaths  srkarinaukri.com/wp/france-repo …",https://t.co/ffAyMNe1N9,1248400295870074882
WetoniaHoulihan,2020-04-09T23:59:59.000Z,"OAN Newsroom UPDATED 1:20 PM PT — Thursday, April 9, 2020  A sailor who tested positive for COVID-19 onboard the USS Roosevelt has now been sent to the ICU. Joint Chiefs of Staff Vice Chairman John Hyten confirmed…  instagram.com/p/B-x4leBAcIW/ …",https://t.co/lL0GTxhCk5,1248400295710740482
bluhook,2020-04-09T23:59:59.000Z,Feel like you're powerless against the coronavirus?  Your marketing and #SEO can actually be turned into robust weapons.   Here's how:  bit.ly/2x6DKPN  #Marketing2020 #MarketingTips #SmallBusinessTips #COVID19,https://x.com/hashtag/SEO?src=hashtag_click https://t.co/jtzWw68FAD https://x.com/hashtag/Marketing2020?src=hashtag_click https://x.com/hashtag/MarketingTips?src=hashtag_click https://x.com/hashtag/SmallBusinessTips?src=hashtag_click https://x.com/hashtag/COVID19?src=hashtag_click,1248400295601696769
brob991,2020-04-09T23:59:59.000Z,Thanks  @Sportsnet ! Game 4 of the ‘93 World Series has been awesome to watch  Best tonic for a quarantine!!,https://x.com/Sportsnet,1248400295194791937
pisanelli_,2020-04-09T23:59:58.000Z,"Imagine being the president of a country and not only using improper grammar, but also referencing The Bachelor finale in one tweet in the middle of a pandemic taking thousands of lives",,1248400294376964108
Don_Ilegal,2020-04-09T23:59:58.000Z,Self-care is me staying focused on the week long vacation I'm going to take once the quarantine is over. All non-essential workers are gonna have to hold down the fort while the rest of us take a well earned break.,,1248400294167248897
is_sandee,2020-04-09T23:59:58.000Z,And here's another one... nytimes.com/2020/03/24/us/ …,https://t.co/KGfyeskwVH,1248400294150463488
angelopezh,2020-04-09T23:59:58.000Z,Face masks for the public during the covid-19 crisis | The BMJ  bmj.com/content/369/bm …,https://t.co/BSRyoIYvJs,1248400293076676610
Rocco_Scienter,2020-04-09T23:59:58.000Z,Just finished watching the Twilight Zone episode entitled “The Shelter”... completely reminded me of the current situation with Coronavirus #COVID2019 #COVIDIOT #CoronavirusOutbreak #Hoarding,https://x.com/hashtag/COVID2019?src=hashtag_click https://x.com/hashtag/COVIDIOT?src=hashtag_click https://x.com/hashtag/CoronavirusOutbreak?src=hashtag_click https://x.com/hashtag/Hoarding?src=hashtag_click,1248400292741132290
bugpsychic,2020-04-09T23:59:58.000Z,day 23 of quarantine I am going to fight the ghost in my house,,1248400292732780544
izzab3ll3,2020-04-09T23:59:58.000Z,"*at the peak of the literal worst pandemic in over a century* Guys from Tinder: ""why haven't we hung out """,,1248400292502097927
DhruvDJMak,2020-04-09T23:59:58.000Z,What should I Do If My P.G Owner Demands Rent while I am not there at my P.G and I am safe at my hometown. Is there any law passed for P.G Owners while these epidemic is going on ?  @GujaratPolice  @dgpgujarat  @AhmedabadPolice  @ahmedabadmirror,https://x.com/GujaratPolice https://x.com/dgpgujarat https://x.com/AhmedabadPolice https://x.com/ahmedabadmirror,1248400292053303296
El43827500,2020-04-09T23:59:58.000Z,US Doctor: How can you make a vaccine for something never proven to exis...  youtu.be/YkPL6VmUqQQ via  @YouTube,https://t.co/a70kvOo6Yf https://x.com/YouTube,1248400291893874689
Porsche,2020-04-09T23:59:58.000Z,"At a time when we need to stay at home, we have the opportunity to get closer together. We want to see the garages that your cars call home. Post your pictures or videos using #DreamsAreMadeAtHome, and we’ll feature our favorites - any car, any brand. Let’s do this, together.",https://x.com/hashtag/DreamsAreMadeAtHome?src=hashtag_click,1248400291566764042
BerneyLaw,2020-04-09T23:59:58.000Z,"During the COVID-19 pandemic, long standing inequities in education deepen:  thenotebook.org/articles/2020/ …",https://t.co/DVqYJtrFUz,1248400291357024259
VernyDale,2020-04-09T23:59:58.000Z,I just read there quarantine beef between Cardi B and Rah Ali. Who’s Rah Ali?,,1248400290425884673
movie_pundit,2020-04-09T23:59:57.000Z,"If you've never had the pleasure, Gerry McGovern is someone you wanna hear talk or, in this case, actually have a chat with:  eventbrite.com/e/quarantine-b …",https://t.co/iAtePtf003,1248400289679302668
DefendUSDems,2020-04-09T23:59:57.000Z,"A bit sensationlist in what the author speculates. California has always been a nation-state as 5th largest economy in the world, > than most countries, w/ the power to get things done as  @GavinNewsom  is  Gavin Newsom Declares California a ‘Nation-State’  bloomberg.com/opinion/articl …",https://x.com/GavinNewsom https://t.co/h1XifJl08w,1248400289557671936
ROVINJ1,2020-04-09T23:59:57.000Z,"Covid 19 coronavirus: 'Furious' doctors call for alcohol delivery ban during lockdown, via  @nzherald  nzherald.co.nz/nz/news/articl …",https://x.com/nzherald https://t.co/0GYhEkJ1b1,1248400289490554883
PimpleBig,2020-04-09T23:59:57.000Z,Tag your friends that need to watch this video while they are in quarantine.#drpimplepopper medicalpages.info/2020/04/06/dr- …,https://x.com/hashtag/drpimplepopper?src=hashtag_click https://t.co/aPR5O1mMsT,1248400288328765441
yousufq0,2020-04-09T23:59:57.000Z,Once #prayer becomes a habit #success  becomes a #lifestyle   #stayhome #staysafe #prayfortheworld #coronavairus #covid_19 @ Shampura  instagram.com/p/B-x4lOUAatI/ …,https://x.com/hashtag/prayer?src=hashtag_click https://x.com/hashtag/success?src=hashtag_click https://x.com/hashtag/lifestyle?src=hashtag_click https://x.com/hashtag/stayhome?src=hashtag_click https://x.com/hashtag/staysafe?src=hashtag_click https://x.com/hashtag/prayfortheworld?src=hashtag_click https://x.com/hashtag/coronavairus?src=hashtag_click https://x.com/hashtag/covid_19?src=hashtag_click https://x.com/hashtag/covid_19?src=hashtag_click https://t.co/EKdqyEUhrh,1248400288324530176
T_Stew123,2020-04-09T23:59:57.000Z,"CHAMPIONSHIP  2 Downtown Orlando staples. Who will be Twitter’s 1st Bar After Quarantine?  1 Wall St vs. 1 Saddle Up An experienced team, plenty of options off the bench vs. A younger, battle tested side full of pro ready talent, plays on the break.  Poll ends Friday Night 8 PM.",,1248400288035139585
freyagracex_,2020-04-09T23:59:57.000Z,happy friggin birthday  @iambradoneill  hope you have a good day even if it is in quarantine have a pyjama party why not aha,https://x.com/iambradoneill,1248400287322128387
barstoolchicago,2020-04-09T23:59:57.000Z,President Trump Needs To Hire This Liquor Store Owner To Takeover All COVID-19 Communications,,1248400287280201728
TAG22713227,2020-04-09T23:59:57.000Z,Today Mike Pence admitted the Trump administration knew from the beginning that the coronavirus was 3x more contagious than the flu.  Donald Trump lied to us and said it was no big deal. We still don't have tests.  This is a disaster for the history books. Trump should resign,,1248400286902661122
PrTwain,2020-04-09T23:59:57.000Z,"I’m a psychologist, we are fighting to get insurance companies to cover telehealth services. Medicare covers, but other insurers are dragging their first  apa.org/news/press/rel …",https://t.co/RaXSgt7Cbj,1248400286755909635
DJPooh,2020-04-09T23:59:56.000Z,Prisons are way over stacked. The system has criminalize civil maters and over incarnated far too many of our people. Many non violent criminals should be released to make room for social distancing.,,1248400285929627650
soap_everywhere,2020-04-09T23:59:56.000Z,these girls are gonna be so horny after quarantine that i might finally have a chance,,1248400285866676228
cabernetsauv88,2020-04-09T23:59:56.000Z,"#lockdown #dressingupisfun #dressingup #over50andfabulous @ Auckland, New Zealand  instagram.com/p/B-x4lOAJHU8/ …",https://x.com/hashtag/lockdown?src=hashtag_click https://x.com/hashtag/dressingupisfun?src=hashtag_click https://x.com/hashtag/dressingup?src=hashtag_click https://x.com/hashtag/over50andfabulous?src=hashtag_click https://t.co/XNJBA4JNI4,1248400285749239810
real_mastamuzz,2020-04-09T23:59:56.000Z,Mine just landed on the other side of the country so I will probably get it next weekend (yes post is that slow here even with no pandemic),,1248400285531164673
GrimisGone,2020-04-09T23:59:56.000Z,"Well, people are being typical Americans, my state is on lockdown but not all of them are. Everyone ignores it, toilet paper is gold, and now all the restaurants are closed. People are driving like morons too, I’ve had 2 wrecks on my street just this week, 1/2",,1248400285183008769
eddyquart,2020-04-09T23:59:56.000Z,Dvsn about to drop an Album in this Quarantine Era   we are fucked.,,1248400285145300992
RockbridgeNews,2020-04-09T23:59:56.000Z,"What do you think is the perfect social distancing spot? For some people, it's the golf course.  rockbridgereport.academic.wlu.edu/2020/04/09/the …",https://t.co/iLW38dKCr8,1248400284629360646
StJHogs,2020-04-09T23:59:56.000Z,This is SJ! (Mark ’87 + P21),,1248400284243464193
mattronald14,2020-04-09T23:59:56.000Z,I have never seen more old people outside walking their dogs in groups and riding bikes in groups in my life than I have during this pandemic.,,1248400283664674819
_Karthik_T,2020-04-09T23:59:56.000Z,"Many things are so hard to explain. Japan has one of the world's oldest populations, tightly packed cities and they didn't even go into a lockdown but somehow they have been much more successful than those countries that have implemented lockdowns.",,1248400283480158210
OnSachem,2020-04-09T23:59:56.000Z,"There are 1,020 cases of confirmed coronavirus in and near Sachem, up from 804 cases two days ago.  Here are the neighborhood-by-neighborhood numbers for Sachem and across Suffolk County.  #StayHome #FlattenTheCurve #coronavirus #covid19  ontownmedia.com/coronavirus_pa …",https://x.com/hashtag/StayHome?src=hashtag_click https://x.com/hashtag/FlattenTheCurve?src=hashtag_click https://x.com/hashtag/coronavirus?src=hashtag_click https://x.com/hashtag/covid19?src=hashtag_click https://t.co/XB5Gw8k0Pd,1248400283337551872
ThisIsKrakenTTV,2020-04-09T23:59:56.000Z,"Yeah, so greedy of him to take all those campaign donations he has suspended to give directly to COVID relief.   And it brings the progressive platform to the DNC. If you find that threatening, good. Maybe the establishment will be willing to adopt some of these social policies.",,1248400282569994240
NiPrazeres,2020-04-09T23:59:56.000Z,"Quarantine, but make it fashion!  | Conjuntinho  @fashionnova  fashionnovapartner  instagram.com/p/B-x4lPljOYJ/ …",https://x.com/fashionnova https://t.co/8qj4GtJSfI,1248400282444169222
TexasUncensored,2020-04-09T23:59:56.000Z,"Pentagon blasts ABC: No, we didn’t warn White House of COVID-19 in November  hotair.com/archives/ed-mo …",https://t.co/ccTCXMUg7Z,1248400282188300291
MoniMonro,2020-04-09T23:59:55.000Z,"@brexit_sham  how nice is that. Germany is sending ventilators to the UK. Bloody Germans, can’t they do at least a tiny thing wrong in this pandemic? First coming up with a working test, then helping France and Italy and now providing Brexit voters with lifesaving ventilators",https://x.com/brexit_sham,1248400281559126016
MSpicuzzaMJS,2020-04-09T23:59:55.000Z,Echols: All St. Louis COVID-19 deaths have been African Americans  stltoday.com/lifestyles/hea … via  @stltoday,https://t.co/FHtOHohJdT https://x.com/stltoday,1248400281345200128
lesweellc,2020-04-09T23:59:55.000Z,Has your business applied for coronavirus business funding and small business grants?   Want to know more about grants and money for your business and employees reach out immediately some funding is limited so reach out today   leswee.us,https://t.co/NhyNnCZxDg,1248400280917397510
PamelaG38279771,2020-04-09T23:59:55.000Z,"W.H.O. notified all medical staff to classify all symptoms comparable to COVID-19 as COVID-19 without testing. America we are being lied to. Research it, I have nothing to lose telling the truth. Ventilators are killing patients.",,1248400280674156547
Kalahari_Heidi,2020-04-09T23:59:55.000Z,"@Debora_Patta  Hi Debora, my husband and I are watching the Pandemic series on Netflix... Is it your voice (news soundbites) on some of the sections in Africa on Ebola? I bet my husband $50 that it is you ...",https://x.com/Debora_Patta,1248400278648279047
prepostmeltdown,2020-04-09T23:59:55.000Z,We absolutely need it  @realDonaldTrump . It’s the asymptomatic carriers that are spreading the disease.  Duh. And it’s why you insist that anybody who shares a space with you is tested.  @realDonaldTrump,https://x.com/realDonaldTrump https://x.com/realDonaldTrump,1248400277939449857
MotowarriorX,2020-04-09T23:59:54.000Z,2-2 note number of deaths does not determine the effectiveness of social distancing and and stay at home orders. The infection rate of the population is the determining factor. Deaths are a result of the overall of those that got infected.,,1248400277364830209
CBA_SacBayArea,2020-04-09T23:59:54.000Z,Damian Martinez 2022 - C - Finding away during the lockdown,,1248400277280976898
SabiSabiNews,2020-04-09T23:59:54.000Z,(China recruits volunteers for phase two coronavirus vaccine demo) -  sabi-sabi.com/2020/04/09/chi …,https://t.co/R83JtpHvBP,1248400276844728323
DanyelleElaine_,2020-04-09T23:59:54.000Z,"Quarantine, quarantine, quarantine  cannot ban this nigga",,1248400276387532800
M_Doyle7,2020-04-09T23:59:54.000Z,"That's exactly the point. The original message was so wishy washy, the lockdown should not be presented as though it is the main topic. The main topic should be the REASON for the lockdown, ie a death rate of several planes falling out the sky every day.",,1248400276064624640
IDtheMIKE,2020-04-09T23:59:54.000Z,Ok. Everyone needs to kinda snap out of the COVID funk so we can properly talk about Westworld because it is badass.,,1248400274781134848
WhitesTrash,2020-04-09T23:59:54.000Z,@RexChapman  just found this gem doing some quarantine cleaning!,https://x.com/RexChapman,1248400274315599872
SouthTahoeNow,2020-04-09T23:59:53.000Z,"Another day with no new #COVID19 cases in #SouthLakeTahoe!  One new case in #ElDoradoHills for a total of 30 in #ElDoradoCounty. Stay inside, it's working!  @CountyElDorado  #StayAtHome  southtahoenow.com/story/04/09/20 …",https://x.com/hashtag/COVID19?src=hashtag_click https://x.com/hashtag/SouthLakeTahoe?src=hashtag_click https://x.com/hashtag/ElDoradoHills?src=hashtag_click https://x.com/hashtag/ElDoradoCounty?src=hashtag_click https://x.com/CountyElDorado https://x.com/hashtag/StayAtHome?src=hashtag_click https://t.co/GEmnDJP2bw,1248400271769628672
jyfrimpong,2020-04-09T23:59:53.000Z,"Option #2 sounds probable next year. It takes averagely 1 and half years for a vaccine to go through all the stages and approved. Also, many countries have different timelines for approving a drug. For some countries it takes years. COVID19 might be rushed but still not now",,1248400271564140545
weirbowen,2020-04-09T23:59:53.000Z,Wondering how court proceedings have been affected by COVID-19? Check out our latest blog post to find out:  weirbowen.com/news/alberta-c … #personalinjury #civillitigation #yeg #courts,https://t.co/Fcj1SOaUpF https://x.com/hashtag/personalinjury?src=hashtag_click https://x.com/hashtag/civillitigation?src=hashtag_click https://x.com/hashtag/yeg?src=hashtag_click https://x.com/hashtag/courts?src=hashtag_click,1248400271094378502
ItsMarsNoel,2020-04-09T23:59:53.000Z,He should have something to say about the current state of world events with Covid.. Seriously.. wdyt,,1248400271052394499
frasergj,2020-04-09T23:59:53.000Z,Thanks Chris - how're you coping with lockdown?,,1248400270528147458
IndpndntThnkn,2020-04-09T23:59:53.000Z,"@NYGovCuomo  for President!  #TrumpIsTheWORSTPresidentEVER #TrumpPressBriefing #TrumpLiedPeopleDied #TrumpVirusCoverup #COVID19US #COVID19Pandemic Coronavirus hospitalizations are dropping, New York governor says, but 'you're not out of the woods' cnn.com/2020/04/09/hea …",https://x.com/NYGovCuomo https://x.com/hashtag/TrumpIsTheWORSTPresidentEVER?src=hashtag_click https://x.com/hashtag/TrumpPressBriefing?src=hashtag_click https://x.com/hashtag/TrumpLiedPeopleDied?src=hashtag_click https://x.com/hashtag/TrumpVirusCoverup?src=hashtag_click https://x.com/hashtag/COVID19US?src=hashtag_click https://x.com/hashtag/COVID19Pandemic?src=hashtag_click https://t.co/cfLOM43eCh,1248400270188359683
Coach_Kelly0626,2020-04-09T23:59:53.000Z,Finding new WR’s to train during the quarantine. Lots of work to do but we will get there. #Bailey #Football,https://x.com/hashtag/Bailey?src=hashtag_click https://x.com/hashtag/Football?src=hashtag_click,1248400269781565441
TLapade,2020-04-09T23:59:53.000Z,Life before quarantine,,1248400269437571073
CAMLAHEY,2020-04-09T23:59:53.000Z,Good dude was trying to make a god damn interim championship fight because a guy couldn't leave the country because of quarantine but when you behind on a billion dollar loan you gotta try everything,,1248400269412450305
Asiaaaaa___,2020-04-09T23:59:53.000Z,Lmao bae I was just trying to find a new social distancing activity and so happened to take some cute pictures,,1248400269362094083
RAINbyte,2020-04-09T23:59:53.000Z,no problem this is the mask i'm currently using amazon.com/gp/product/B07 …,https://t.co/vmgfJbHj1j,1248400269345349633
cazz3319,2020-04-09T23:59:52.000Z,@Bin_Hamin  @greekgodpapadon  @bWoStevie  @CnsprcyHrsmn  oh crap.....it starts. You're right again  #conspiracyhorsemen  globalnews.ca/news/6799110/c …,https://x.com/Bin_Hamin https://x.com/greekgodpapadon https://x.com/bWoStevie https://x.com/CnsprcyHrsmn https://x.com/hashtag/conspiracyhorsemen?src=hashtag_click https://t.co/tvave60IW7,1248400269018157061
nativemiamibch,2020-04-09T23:59:52.000Z,The models already factored in social distancing massive fail.,,1248400268980453376
GottaBernNow,2020-04-09T23:59:52.000Z,California Declares Independence From Trump's Coronavirus Plans —— F*ck it! Let’s bring in Bernie as President of California.  bloomberg.com/opinion/articl …,https://t.co/pcWChwa9c3,1248400265536868358
DaveHealey7,2020-04-09T23:59:51.000Z,Or they have come to that realisation and are having a go at managing it? Depending on the report the lockdown should be 6-8 weeks (scientist) or 18 months (Premier).,,1248400264601559041
JaeRhiofficial,2020-04-09T23:59:51.000Z,Before Quarantine is over i need to see  @torylanez  &  @Swarmz__  in a live together to celebrate the entertainment they've brought through these sad times,https://x.com/torylanez https://x.com/Swarmz__,1248400264417034241
abelito_tercero,2020-04-09T23:59:51.000Z,Imagine you're just chilling in your suburban home under quarantine and a white girl sets up a mic and speakers in her driveway to sing Christian songs to the neighborhood. And her parents won't stop her because they think she's doing the neighbors a favor.,,1248400264131796992
uhgoodhoby,2020-04-09T23:59:51.000Z,How your quarantine going on  @rihanna  ?,https://x.com/rihanna,1248400263343271937
MrTylerKSR,2020-04-09T23:59:51.000Z,Would you rather have 2 months more of quarantine and be done with it OR get 2 weeks back of freedom but have do 3 months more quarantine ?,,1248400263146160131
_stephaniecantu,2020-04-09T23:59:51.000Z,I cried   Husband of grandma who accidentally invited teenager to Thanksgiving dies of COVID-19   x.com/i/events/12482 …,https://x.com/i/events/1248227497004548096,1248400262655438851
derek_abbott60,2020-04-09T23:59:51.000Z,Simulation shows how a cough can spread coronavirus in supermarkets  nypost.com/2020/04/09/sim … via  @nypost,https://t.co/sDIM3BDbQy https://x.com/nypost,1248400261988540418
elmontel_,2020-04-09T23:59:51.000Z,Social distancing.,,1248400261669744640
_Rasta_Royalty,2020-04-09T23:59:51.000Z,Cause that’s when we coming out quarantine,,1248400261468438528
zetetic2017,2020-04-09T23:59:51.000Z,Pandemic Response Team disbanded by Trump in 2018,,1248400260956712962
pegmeerkatz,2020-04-09T23:59:50.000Z,would love to read it  no $  physically & developmentally disabled on disability + 6w post-op stage 4 cancer   all $ goes to rent & copays utilities way behind  return to work when stay-at-home lifted,,1248400260537282566
SeaPubSchools,2020-04-09T23:59:50.000Z,All Special Education and 504-related information around COVID-19 can be found here:  seattleschools.org/district/calen …,https://t.co/Uy9t5zN13l,1248400260495323136
ListenAndLift,2020-04-09T23:59:49.000Z,COVID-19 Sacrifice Zones: Coronavirus Devastates Black Communities Historically Denied Healthcare #democracyNowAudio  podplayer.net/?id=101553909 via  @PodcastAddict,https://x.com/hashtag/democracyNowAudio?src=hashtag_click https://t.co/ZkH9oSof2l https://x.com/PodcastAddict,1248400256217145344
colombianvet927,2020-04-09T23:59:49.000Z,Me during quarantine eating as if I exercise everyday and thinking about what my barber is up to,,1248400256045215744
Mbeca,2020-04-09T23:59:49.000Z,White House will test reporters for coronavirus before briefings  nypost.com/2020/04/09/whi … via  @nypost,https://t.co/nPVirvRlzT https://x.com/nypost,1248400255676116993
kristinleong,2020-04-09T23:59:49.000Z,"In quarantine I'm extra hungry.   My dog is my intern.   What day is it today?   Am I doing this right, @WillGourley? Your turn--5 words/5 tags @marrenefranich  @ulysseas  @earlyest  @PrincipalTam  @askatechnogirl",https://x.com/ulysseas https://x.com/earlyest https://x.com/askatechnogirl,1248400255294402561
ProutAndrew,2020-04-09T23:59:49.000Z,I find it annoying that public health officials make statements like this without providing the means to widely test and prove that COVID-19 is in every community.,,1248400254732357634
adamgdunn,2020-04-09T23:59:49.000Z,How many different databases of COVID-19 related pre-prints and articles do we actually need though?,,1248400254707228681
mysticnolafalls,2020-04-09T23:59:49.000Z,Just filed for unemployment and covid-19 isn't listed as an answer option for why you're not currently working so that's fun,,1248400254140993537
nwbaird,2020-04-09T23:59:49.000Z,Another way Big Ten athletic programs are handling the question of 2020 spring seniors whose seasons were canceled due to coronavirus:,,1248400253855789056
jamie_montreal,2020-04-09T23:59:49.000Z,Wait! So I can stop wearing a maxi pad on my face?  buzzfeed.com/shelbyheinrich …),https://t.co/TjuXIryLeu,1248400253151145984
heema80,2020-04-09T23:59:49.000Z,Ministry of Health in related issues.  This my own contribution on managing the current country situation (Coronavirus pandemic)from security risk management prospective and crisis management view,,1248400253054619648
phung_catherine,2020-04-09T23:59:49.000Z,Employees at Miami VA Hospital Test Positive for Coronavirus  nbcmiami.com/news/local/va- …  @nbc6,https://t.co/FApRJWEjxb https://x.com/nbc6,1248400252861726721
Alverd_Dralshya,2020-04-09T23:59:48.000Z,Remove the word Coronavirus and you've got it right.,,1248400252370972673
youngestbrother,2020-04-09T23:59:48.000Z,It will increase more deaths from COVID-19.,,1248400252287070212
trojanhoopfan,2020-04-09T23:59:48.000Z,"I know I wake up each morning and say "" I'm a little down about Covid"" than I pull up the ratings for the press conferences and really lifts my spirits",,1248400251867693056
