User_name,Datetime,Content,Links,Tweet_ID
melaben2,2020-12-14T23:59:59.000Z,Opourtunist and Shameless. even the Vaccine he politicized now he is posturing as the hero.,,1338634877072183305
d0p3b0yZ,2020-12-14T23:59:59.000Z,Lmao and Kawahi gona end up leaving soon And they gonna be stuck with Pandemic P for 5 years.  t.co/GPzO3nqm42,https://t.co/GPzO3nqm42,1338634876828987392
jerrydelorenzo,2020-12-14T23:59:59.000Z,"The logic behind harassing CDPR and then complaining cyberpunk ain’t finished, is the same as being an antimasker and wondering why the pandemic ain’t over in America yet.",,1338634876644372483
chitribopinions,2020-12-14T23:59:59.000Z,"At the Illinois Network of Charter Schools, we study Chicago’s student results in great detail, looking for trends to identify the ways we can all build a better public school system, the network's president writes in an op-ed.  chicagotribune.com/opinion/commen …",https://t.co/2JsFurv582,1338634876204019716
erikhausler01,2020-12-14T23:59:59.000Z,"Facts about Sweden: No more deaths 2020 than over the last 5y. No mask forcing. We’ve kept schools open for all under 16. Statistics per Nov.25th, (popul.10,5 million): 0 deaths under 20y of age. 12d 20-30y. 78 total under 50y. 74-75% of deaths (6’5 total) above life expectancy.",,1338634874886950914
RIMonthly,2020-12-14T23:59:59.000Z,"How a tiny New England mill city, and a family who calls it home, endures the long shadow of the coronavirus pandemic.  hubs.li/H0CyhLg0",https://t.co/qEf932wYzR,1338634874710855680
TimeToCook,2020-12-14T23:59:59.000Z,"And here's a NYC example from  @pete_wells : a new restaurant that had 7 days before indoor dining was axed (& no room for outdoor service)  nytimes.com/2020/12/14/din … My view on the issue isn't that of a restaurateur, but it pains me to see people in the industry suffering as they do.",https://x.com/pete_wells https://t.co/osmBu9qh2H,1338634874530443264
MatthewLeeRosen,2020-12-14T23:59:59.000Z,Check out this Triple LeBron from  @jclarke1280 ! baseballcard.art/products/king- …,https://x.com/jclarke1280 https://t.co/IKw9CoI6nf,1338634874413002757
WaypingLi,2020-12-14T23:59:59.000Z,#PolarisChristmas  Stay at home with family.,https://x.com/hashtag/PolarisChristmas?src=hashtag_click,1338634874362720267
CarloTresero,2020-12-14T23:59:59.000Z,"Coronavirus live updates: U.S. surpasses 300,000 deaths as first vaccine shots are given  washingtonpost.com/nation/2020/12 …",https://t.co/blOQqKAAne,1338634873825882116
DavyCro78626560,2020-12-14T23:59:58.000Z,They’re too concerned with mask mandates and cow dart legislation to care.,,1338634872835989504
Cueballnewscow,2020-12-14T23:59:58.000Z,"Just out, both the Wellington varsity and JV games for this week vs. Andale and Rose Hill have been postponed due to a Covid positive case in the Crusader program.",,1338634872819240962
BuildwithJoy,2020-12-14T23:59:58.000Z,I finally got back to my normal time habits (only took all pandemic) and just look at my biz projections + think how much time it would take away and if it will bring me more $ in the end. If it’s for “exposure” I just say nah cause it would be in vain right now vs drive sales,,1338634871560876033
sds_labs,2020-12-14T23:59:58.000Z,"Top story: Bloomberg - Are you a robot?  bloomberg.com/news/articles/ …, see more  tweetedtimes.com/NiemanLab?s=tnp",https://t.co/EeTErHXmj4 https://t.co/wFcUorFatV,1338634871003025415
RobertB76730940,2020-12-14T23:59:58.000Z,Current  administration did nothing except lie about covid and held super spreader event calling them political rallies.  People of color and the poor went unserved.  it comes  down to political power. Vote locally and nationally.  Presidents don’t hire police city official do.,,1338634870856278022
FocusMobility,2020-12-14T23:59:58.000Z,"Top story: Bloomberg - Are you a robot?  bloomberg.com/news/articles/ …, see more  tweetedtimes.com/NiemanLab?s=tnp",https://t.co/M8dRzQppPw https://t.co/sRXxaLQhaK,1338634869920952322
Dash_O_Pepper,2020-12-14T23:59:57.000Z,"The whole ""Operation Warp Speed"" spiel was pure political theatre. Trump's maladministration had nothing to do with the vaccine, which has yet to roll out in the US. And DJT couldn't bother securing more than 50 million doses for a population of over 350 million.",,1338634867282677760
sevierhere,2020-12-14T23:59:57.000Z,Has Corning ever manufactured STERILE containers to hold the #vaccine at -90F?  Is the company pro-Trump & anti masks? I don't trust ANYTHING under the Trump admin.  They ALWAYS take shortcuts & ALWAYS lie about EVERYTHING.,https://x.com/hashtag/vaccine?src=hashtag_click,1338634866187964416
Forger2214,2020-12-14T23:59:57.000Z,"Your information doesn't invalidate any of mine. Those 249,000 are going to go to 249,000 different people. People at the most risk and it will help build some level of immunity. Not only was the vaccine created by an American company they also are the most wealthy",,1338634865298841600
zeezaluh,2020-12-14T23:59:56.000Z,"You don't do the ""right thing"" after years of causing brown children deaths, 300,000 pandemic deaths, racist actions, traitor behavior, election fraud claims, you cowardly BAIL.  He protected a liar for 4 yrs, he learned how to expertly lie  so gullible folks would believe him.",,1338634863709048832
oldmopsey,2020-12-14T23:59:56.000Z,That ain't no big crowd just a little ole covid spreader.,,1338634863490945026
ProfColinDavis,2020-12-14T23:59:56.000Z,"Covid hospitalisations are on the rise again. It's worth noting that the South West (shown as ""decelerating"" here) has seen a 19% increase in Covid-19 hospital occupancy since Dec 12 (when this graph ends).",,1338634863314935808
KingOwen94,2020-12-14T23:59:56.000Z,@bullyray5150  @BustedOpenRadio  @davidlagreca1  I think ppl are making a big deal of Vince sending ppl down to the PC for extra reps let’s face it if the pandemic wasn’t going on right now Keith Lee would be on the house show loop with someone like Kane or Big Show to teach him,https://x.com/bullyray5150 https://x.com/BustedOpenRadio https://x.com/davidlagreca1,1338634861758693377
NathanMCanning,2020-12-14T23:59:56.000Z,I did read the info. You clearly haven’t done research to see the results of the vaccine trials. Like I said 94.5% prevention of infection. 100% prevention of serious illness. No dangerous side effects.,,1338634861024829442
GrahamA71145540,2020-12-14T23:59:56.000Z,"Russia and China have their own vaccine, should I thank Trump for that also?",,1338634860496359427
AliceOllstein,2020-12-14T23:59:55.000Z,"New  @SpeakerPelosi  statement: ""While the authorization of a vaccine gives us hope, we must embrace the testing, tracing, treatment, mask wearing and social distancing to prevent more senseless death until the vaccine is available to all.""",https://x.com/SpeakerPelosi,1338634859812687876
gocryelsewhere,2020-12-14T23:59:55.000Z,"I know it’s supposed to be the pandemic, but I would rlly be going thru it at the panadería   t.co/INIDJbDoNa",https://t.co/INIDJbDoNa,1338634858017394689
LexVandraws,2020-12-14T23:59:55.000Z,Y’all think we’ll ever be able to not wear a mask in public again?,,1338634857602224129
mattyb82,2020-12-14T23:59:55.000Z,Now is not the time. Maybe next pandemic when we have the numbers and media on our side,,1338634857337929728
BrainAblaze,2020-12-14T23:59:55.000Z,A great article on the #Covid_19 vaccine. Does the content in the article make you more or less likely to get vaccinated?  x.com/christingodale …,https://x.com/hashtag/Covid_19?src=hashtag_click https://x.com/hashtag/Covid_19?src=hashtag_click https://x.com/christingodale/status/1338632783057592323,1338634856637423618
EbonyWa39412231,2020-12-14T23:59:55.000Z,"In my opinion, they were depending on taking the black man out with Covid and police brutality and fatalities. There were more and more deaths of black men the closer it got to election. What they didn’t count on or see coming was the black and brown WOMEN, she showed up at the",,1338634856490823683
sam_oputa,2020-12-14T23:59:54.000Z,bookshop.org/contributors/s … … … #link to my #books #mondayreport #SNL #model #Biden #lockdownitalia  #Trump2020 #BrexitShambles #SiguemeYTeSigo #Christmas #Covid_19 #COVID19 #BookBoost  #FarmersProtestHijacked #China #like #likee #BookReview #life #lockdown #lockdownitalia  #gifts/,https://t.co/yywo4qMZop https://x.com/hashtag/link?src=hashtag_click https://x.com/hashtag/books?src=hashtag_click https://x.com/hashtag/mondayreport?src=hashtag_click https://x.com/hashtag/SNL?src=hashtag_click https://x.com/hashtag/model?src=hashtag_click https://x.com/hashtag/Biden?src=hashtag_click https://x.com/hashtag/lockdownitalia?src=hashtag_click https://x.com/hashtag/Trump2020?src=hashtag_click https://x.com/hashtag/BrexitShambles?src=hashtag_click https://x.com/hashtag/SiguemeYTeSigo?src=hashtag_click https://x.com/hashtag/Christmas?src=hashtag_click https://x.com/hashtag/Covid_19?src=hashtag_click https://x.com/hashtag/Covid_19?src=hashtag_click https://x.com/hashtag/COVID19?src=hashtag_click https://x.com/hashtag/BookBoost?src=hashtag_click https://x.com/hashtag/FarmersProtestHijacked?src=hashtag_click https://x.com/hashtag/China?src=hashtag_click https://x.com/hashtag/like?src=hashtag_click https://x.com/hashtag/likee?src=hashtag_click https://x.com/hashtag/BookReview?src=hashtag_click https://x.com/hashtag/life?src=hashtag_click https://x.com/hashtag/lockdown?src=hashtag_click https://x.com/hashtag/lockdownitalia?src=hashtag_click https://x.com/hashtag/gifts?src=hashtag_click,1338634855639343108
JoRasputin,2020-12-14T23:59:54.000Z,With or without a mask?,,1338634855639252993
warriorethos,2020-12-14T23:59:54.000Z,COVID-19 Vaccine Distribution Begins in the United States  youtube.com/watch?v=RfYhyB …  momentarylapseofsanity.com/2020/12/14/cov …,https://t.co/CNHFCzmUSL https://t.co/jIgLgkvPEJ,1338634855450554368
Grimkin7,2020-12-14T23:59:54.000Z,been excersising during covid with #RingFitAdventure #NintendoSwitch,https://x.com/hashtag/RingFitAdventure?src=hashtag_click https://x.com/hashtag/NintendoSwitch?src=hashtag_click,1338634853642727426
LCPHSS,2020-12-14T23:59:54.000Z,"Tips from the American Academy of Child & Adolescent Psychiatry:  Talk to children about COVID-19. Use words and concepts children can understand. Gear your explanations to the child’s age, language, and developmental level.",,1338634853114232832
HelenaH2020,2020-12-14T23:59:53.000Z,"Why? Since they all caught covid-19 haven't they allow got ""immunity""?",,1338634850887028737
jmussuto,2020-12-14T23:59:53.000Z,"Top story: Covid-19 now kills more than 1 American every minute. And the rate keeps accelerating as the death toll tops 300,000 - CNN  edition.cnn.com/2020/12/14/hea …, see more  tweetedtimes.com/jmussuto?s=tnp",https://t.co/AmT1to5v73 https://t.co/WOnei7TLQ9,1338634849859624966
Flossross_,2020-12-14T23:59:53.000Z,Hear me out.. when he shot that sent us to a different reality.. everyone in that house ..  our parents are looking for us ever since .. and COVID wasn’t supposed to happen,,1338634849830260738
saskjournalist,2020-12-14T23:59:53.000Z,"Top story: Bloomberg - Are you a robot?  bloomberg.com/news/articles/ …, see more  tweetedtimes.com/saskjournalist …",https://t.co/Tkq8DiJmCc https://t.co/8aw3C3KwqY,1338634848576163841
LilNaths_Sloth,2020-12-14T23:59:53.000Z,Really love this perspective. Shoutout to  @Ken_Silverstein  for this great piece.  forbes.com/sites/kensilve …,https://x.com/Ken_Silverstein https://t.co/CmIuOqowAD,1338634848148336647
ItzAWrapYo,2020-12-14T23:59:52.000Z,11 people at my job have covid and one of them is working in the office today. I can't fucking believe they have us here. Never been so nervous in my life. If someone walks up to me I'm going to bug TF off.,,1338634847409954817
