User_name,Datetime,Content,Links,Tweet_ID
CDawgVA,2020-02-17T23:59:59.000Z,Am I crazy to think that I'd rather get the Corona virus than wear a gas mask constantly? This dude on my flight has a full on gas mask on...,,1229556127043477504
khan5098,2020-02-17T23:59:55.000Z,#IndiaToEndia Coronavirus Outbreak Could Hit India’s Solar Growth    cleantechnica.com/2020/02/17/cor …,https://x.com/hashtag/IndiaToEndia?src=hashtag_click https://t.co/ZD4P3zckzQ,1229556111184945154
_Waynee_,2020-02-17T23:59:55.000Z,Man hell no. A mf better not put no face cleansing mask on my face and I’m there for a haircut.,,1229556108999741440
JeremyBKENS5,2020-02-17T23:59:52.000Z,"While the world is focused on coronavirus, there's growing concern over a second wave of flu hitting the U.S. It is hitting children especially hard. Check out my story here... kens5.com/article/news/l …",https://t.co/k0zFCeGioK,1229556097150746624
SamanthaPepys,2020-02-17T23:59:51.000Z,"As Wuhan’s desperate and sick beg for help, China shuts them down | Anonymous  theguardian.com/commentisfree/ …",https://t.co/L92ej77wzr,1229556093489119232
solinta3,2020-02-17T23:59:49.000Z,Beijing to fast-track new mask factory in virus fight  reut.rs/2SCve2Z,https://t.co/5Qe3vdphQ1,1229556084349661187
JimTastyTweets,2020-02-17T23:59:46.000Z,Zelda Majora's Mask! Also watching Clone Wars btw lol,,1229556072169512960
tatiana_palermo,2020-02-17T23:59:45.000Z,“Apple is one of the first to publicly disclose what is likely to be a difficult chain effect from China and the virus on the business world. Many global companies rely on factories in China to manufacture everything from socks to laptop computers...”  nytimes.com/2020/02/17/tec …,https://t.co/gL9EBUrFU9,1229556067299987456
vict9nz,2020-02-17T23:59:45.000Z,that and the glasses and the hoodie and the hair and HIS SMILE jinjin lockdown i stg,,1229556066792247297
AverageOl,2020-02-17T23:59:43.000Z,"That’s amazing mate!! Congratulations! I million bucks the end of the year Household name within the next two  I heard that some Chinese scientists a thinking of naming the coronavirus the pelican virus,  Now that shit’ll really spread the good word!",,1229556061725745154
yuuki_with2us,2020-02-17T23:59:43.000Z,"""An east Asian man who was violently assaulted and robbed by two teenagers shouting “coronavirus” at him has warned that the spread of the disease has created “a climate of racism” in the UK."" This is the first reported; many more unreported.  @guardian   theguardian.com/world/2020/feb …",https://x.com/guardian https://t.co/sOeXf50BqI,1229556060266037249
wholelotamoney,2020-02-17T23:59:42.000Z,Apple unlikely to meet revenue guidance due to coronavirus impact | Article [AMP] | Reuters  reuters.com/article/us-chi …,https://t.co/W1UFTsZPA2,1229556055589507072
MichaelTThorn,2020-02-17T23:59:41.000Z,‘I saw people with swine flu. Let's stick to the facts on coronavirus’ says the ⁦ @abcnews ⁩   abc.net.au/news/2020-02-1 …,https://x.com/abcnews https://t.co/eCSmQ7HRyZ,1229556050442866690
